Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
SpiceJet,03/09/19,Bangalore,New Delhi,BLR ? DEL,20:30,23:20,2h 50m,1,No info,6205
IndiGo,04/15/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,4591
SpiceJet,06/27/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
SpiceJet,06/09/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
IndiGo,04/03/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4174
Vistara,05/27/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
Jet Airways,06/06/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
IndiGo,06/03/19,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,1,No info,3597
Air Asia,03/24/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
IndiGo,05/24/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
Jet Airways,06/24/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,6478
SpiceJet,05/06/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,3597
SpiceJet,06/27/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No info,3873
Air India,06/12/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
Air India,03/18/19,Bangalore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,1,No info,4441
SpiceJet,05/09/19,Kolkata,Bangalore,CCU ? BLR,17:10,19:40,2h 30m,1,No check-in baggage included,3841
Jet Airways,06/09/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,8016
Air India,04/06/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:45,2h 45m,1,No info,4651
SpiceJet,05/27/19,Kolkata,Bangalore,CCU ? BLR,22:20,28-05-21 0:40,2h 20m,1,No info,3873
GoAir,03/03/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,1,No info,7222
SpiceJet,04/24/19,Bangalore,New Delhi,BLR ? DEL,21:10,25-04-21 0:05,2h 55m,1,No info,3625
Jet Airways,05/06/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
SpiceJet,04/27/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,4174
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,21:20,22-03-21 0:15,2h 55m,1,No info,4777
IndiGo,05/15/19,Chennai,Kolkata,MAA ? CCU,22:05,16-05-21 0:25,2h 20m,1,No info,5277
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,22:20,10/03/21 1:10,2h 50m,1,No info,6144
Air India,04/01/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,5911
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,1,No info,4423
Air Asia,05/27/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
IndiGo,05/15/19,Kolkata,Bangalore,CCU ? BLR,4:40,7:15,2h 35m,1,No info,4804
Jet Airways,04/18/19,Bangalore,New Delhi,BLR ? DEL,11:10,14:05,2h 55m,1,No info,7229
SpiceJet,03/03/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No info,7050
SpiceJet,05/12/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
SpiceJet,03/06/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:45,2h 30m,1,No info,4622
Jet Airways,04/09/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
Air Asia,05/09/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
Air Asia,05/18/19,Kolkata,Bangalore,CCU ? BLR,10:20,12:55,2h 35m,1,No info,5645
IndiGo,06/12/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
Jet Airways,05/18/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,7202
SpiceJet,06/18/19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-06-21 0:15,1h 30m,1,No info,2017
Jet Airways,06/03/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4050
Air Asia,05/18/19,Bangalore,New Delhi,BLR ? DEL,4:55,7:45,2h 50m,1,No info,4282
IndiGo,05/03/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2754
SpiceJet,06/21/19,Bangalore,New Delhi,BLR ? DEL,21:10,22-06-21 0:05,2h 55m,1,No check-in baggage included,3919
GoAir,04/01/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,4239
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,06/09/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
Jet Airways,06/09/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,No info,5678
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
IndiGo,03/18/19,Mumbai,Hyderabad,BOM ? HYD,9:10,10:40,1h 30m,1,No info,4049
Air India,06/27/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,5510
Vistara,06/15/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
Air India,04/01/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,2050
IndiGo,04/03/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
IndiGo,06/27/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
IndiGo,05/06/19,Chennai,Kolkata,MAA ? CCU,5:15,7:40,2h 25m,1,No info,3540
GoAir,04/15/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4632
SpiceJet,03/24/19,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,1,No info,2753
IndiGo,06/24/19,Kolkata,Bangalore,CCU ? BLR,11:30,14:05,2h 35m,1,No info,4804
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,20:00,22:50,2h 50m,1,No info,4823
Vistara,06/27/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
Jet Airways,06/21/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,In-flight meal not included,3210
Jet Airways,04/27/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
IndiGo,03/03/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,7295
IndiGo,06/03/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3943
SpiceJet,05/15/19,Bangalore,New Delhi,BLR ? DEL,21:10,16-05-21 0:05,2h 55m,1,No check-in baggage included,3573
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,No info,7229
SpiceJet,06/03/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No info,3873
SpiceJet,05/15/19,Kolkata,Bangalore,CCU ? BLR,22:20,16-05-21 0:40,2h 20m,1,No check-in baggage included,3841
Air India,06/09/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
SpiceJet,05/01/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No check-in baggage included,2385
Air India,05/12/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
IndiGo,04/24/19,Bangalore,New Delhi,BLR ? DEL,22:10,25-04-21 1:00,2h 50m,1,No info,3625
Vistara,03/18/19,Bangalore,New Delhi,BLR ? DEL,21:10,16-03-21 0:05,2h 55m,1,No info,11598
Air India,06/15/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
Air India,03/15/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,7276
Vistara,06/18/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,22:05,28-03-21 0:25,2h 20m,1,No info,5277
IndiGo,06/18/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3597
Jet Airways,03/15/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4160
Jet Airways,05/09/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
Jet Airways,06/18/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
IndiGo,04/18/19,Kolkata,Bangalore,CCU ? BLR,15:30,18:05,2h 35m,1,No info,4174
Air India,03/03/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,12841
IndiGo,04/06/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4423
Air India,05/06/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
IndiGo,03/27/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:45,1h 25m,1,No info,3175
Vistara,04/06/19,Bangalore,New Delhi,BLR ? DEL,17:00,19:35,2h 35m,1,No info,5613
IndiGo,03/24/19,Chennai,Kolkata,MAA ? CCU,22:05,25-03-21 0:25,2h 20m,1,No info,5277
Jet Airways,03/24/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,2759
Air India,03/24/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,31945
SpiceJet,06/01/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
Jet Airways,04/15/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
SpiceJet,04/24/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3971
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,3943
SpiceJet,06/21/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,3625
IndiGo,04/18/19,Bangalore,New Delhi,BLR ? DEL,10:10,13:00,2h 50m,1,No info,4591
SpiceJet,05/09/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
SpiceJet,04/09/19,Kolkata,Bangalore,CCU ? BLR,22:20,10/04/21 0:40,2h 20m,1,No check-in baggage included,3841
Air India,05/09/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
IndiGo,06/12/19,Chennai,Kolkata,MAA ? CCU,7:55,10:15,2h 20m,1,No info,3850
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,10:30,13:20,2h 50m,1,No info,3943
GoAir,04/24/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,4632
IndiGo,04/15/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,4423
IndiGo,05/12/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,1,No info,2227
Vistara,03/21/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:10,2h 40m,1,No info,5403
IndiGo,03/27/19,Chennai,Kolkata,MAA ? CCU,19:35,21:55,2h 20m,1,No info,3858
Air India,03/09/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,7801
IndiGo,04/21/19,Bangalore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,1,No info,4823
SpiceJet,05/03/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3859
SpiceJet,06/21/19,Bangalore,New Delhi,BLR ? DEL,5:55,8:35,2h 40m,1,No check-in baggage included,3919
Jet Airways,04/15/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,In-flight meal not included,5443
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,10:05,13:00,2h 55m,1,No info,6860
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,No info,6144
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,3419
Air India,05/18/19,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,1,No info,4667
Air Asia,05/01/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,5989
IndiGo,06/24/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,1,No info,2227
Jet Airways,06/06/19,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,1,In-flight meal not included,4995
IndiGo,03/06/19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,5618
GoAir,04/24/19,Bangalore,New Delhi,BLR ? DEL,11:40,14:30,2h 50m,1,No info,3898
IndiGo,04/27/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
IndiGo,03/24/19,Bangalore,New Delhi,BLR ? DEL,22:20,25-03-21 1:10,2h 50m,1,No info,7303
IndiGo,03/27/19,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,1,No info,2227
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,6:00,8:45,2h 45m,1,In-flight meal not included,4030
SpiceJet,03/12/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:30,2h 30m,1,No info,6982
IndiGo,06/09/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
IndiGo,03/27/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:25,1h 25m,1,No info,2754
Air India,05/18/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,6934
Jet Airways,05/06/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
Jet Airways,04/01/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,In-flight meal not included,4544
IndiGo,06/03/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,5644
IndiGo,05/09/19,Mumbai,Hyderabad,BOM ? HYD,12:00,13:30,1h 30m,1,No info,4392
IndiGo,03/06/19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4778
Jet Airways,05/09/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,No info,7229
IndiGo,03/24/19,Kolkata,Bangalore,CCU ? BLR,5:30,8:20,2h 50m,1,No info,4778
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,23:30,16-03-21 2:20,2h 50m,1,No info,8033
SpiceJet,06/18/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No check-in baggage included,3543
IndiGo,06/27/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
Jet Airways,05/21/19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,No info,7229
Air India,03/24/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,2575
IndiGo,05/21/19,Bangalore,New Delhi,BLR ? DEL,21:15,22-05-21 0:15,3h,1,No info,3943
Air Asia,03/03/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,1,No info,5964
SpiceJet,05/21/19,Kolkata,Bangalore,CCU ? BLR,22:20,22-05-21 0:40,2h 20m,1,No info,3873
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,1:30,4:15,2h 45m,1,No info,6144
Air Asia,04/06/19,Bangalore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,1,No info,3383
GoAir,06/09/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,3898
Vistara,06/06/19,New Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,1,No info,6216
Jet Airways,05/12/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
Jet Airways,05/06/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,No info,7229
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,22:10,10/03/21 0:55,2h 45m,1,No info,4148
Air India,06/01/19,Kolkata,Bangalore,CCU ? BLR,14:15,16:45,2h 30m,1,No info,6245
Air Asia,04/18/19,Bangalore,New Delhi,BLR ? DEL,23:55,19-04-21 2:45,2h 50m,1,No info,4483
Jet Airways,06/21/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,7754
IndiGo,04/01/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,15:10,17:45,2h 35m,1,No info,4462
Vistara,06/03/19,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,1,No info,3687
IndiGo,03/03/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:30,3h,1,No info,6860
IndiGo,05/21/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
Jet Airways,06/27/19,Mumbai,Hyderabad,BOM ? HYD,7:05,8:30,1h 25m,1,No info,8040
IndiGo,03/06/19,Mumbai,Hyderabad,BOM ? HYD,16:55,18:25,1h 30m,1,No info,4784
Air Asia,04/18/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
Air India,05/27/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3100
IndiGo,06/12/19,Kolkata,Bangalore,CCU ? BLR,14:25,16:55,2h 30m,1,No info,4804
Air Asia,03/24/19,Kolkata,Bangalore,CCU ? BLR,19:35,22:05,2h 30m,1,No info,5964
SpiceJet,03/18/19,Chennai,Kolkata,MAA ? CCU,8:20,10:35,2h 15m,1,No check-in baggage included,3807
SpiceJet,04/12/19,Kolkata,Bangalore,CCU ? BLR,9:00,11:25,2h 25m,1,No check-in baggage included,3841
Air India,05/24/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3100
Vistara,06/24/19,Chennai,Kolkata,MAA ? CCU,7:45,10:00,2h 15m,1,No info,3687
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
IndiGo,05/21/19,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,1,No info,2754
Jet Airways,04/06/19,Bangalore,New Delhi,BLR ? DEL,19:50,22:50,3h,1,No info,7229
IndiGo,03/09/19,Bangalore,New Delhi,BLR ? DEL,23:30,10/03/21 2:20,2h 50m,1,No info,5694
Vistara,05/06/19,Bangalore,New Delhi,BLR ? DEL,11:30,14:20,2h 50m,1,No info,4668
SpiceJet,03/21/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,4945
SpiceJet,04/12/19,Kolkata,Bangalore,CCU ? BLR,6:55,9:30,2h 35m,1,No check-in baggage included,3841
GoAir,04/03/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:40,2h 45m,1,No info,4239
Jet Airways,05/24/19,Bangalore,New Delhi,BLR ? DEL,17:45,20:45,3h,1,No info,7229
IndiGo,04/12/19,Bangalore,New Delhi,BLR ? DEL,6:05,8:50,2h 45m,1,No info,4990
SpiceJet,06/12/19,Kolkata,Bangalore,CCU ? BLR,22:20,13-06-21 0:40,2h 20m,1,No info,3873
Vistara,04/01/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,5403
Air India,05/21/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
IndiGo,06/15/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
IndiGo,03/15/19,Bangalore,New Delhi,BLR ? DEL,13:00,15:50,2h 50m,1,No info,6144
SpiceJet,03/18/19,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,1,No info,2437
SpiceJet,06/12/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No info,2753
Vistara,06/21/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
Vistara,04/06/19,Bangalore,New Delhi,BLR ? DEL,9:45,12:35,2h 50m,1,No info,5613
Jet Airways,06/27/19,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,1,No info,5678
IndiGo,03/09/19,Kolkata,Bangalore,CCU ? BLR,14:20,16:55,2h 35m,1,No info,4148
IndiGo,05/12/19,Kolkata,Bangalore,CCU ? BLR,22:15,13-05-21 0:50,2h 35m,1,No info,4804
Jet Airways,05/12/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,In-flight meal not included,4050
Air India,06/27/19,Bangalore,New Delhi,BLR ? DEL,10:00,12:45,2h 45m,1,No info,6961
Air Asia,06/12/19,Bangalore,New Delhi,BLR ? DEL,23:55,13-06-21 2:45,2h 50m,1,No info,3383
GoAir,03/03/19,Bangalore,New Delhi,BLR ? DEL,7:45,10:40,2h 55m,1,No info,7222
Air India,05/12/19,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,1,No info,3625
Air India,05/27/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
SpiceJet,06/15/19,Mumbai,Hyderabad,BOM ? HYD,13:15,14:45,1h 30m,1,No info,2017
GoAir,06/15/19,Kolkata,Bangalore,CCU ? BLR,15:20,17:55,2h 35m,1,No info,3514
Air India,03/09/19,Bangalore,New Delhi,BLR ? DEL,21:10,23:55,2h 45m,1,No info,7591
IndiGo,05/15/19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,6541
IndiGo,06/01/19,Bangalore,New Delhi,BLR ? DEL,18:55,21:50,2h 55m,1,No info,4823
Air India,05/21/19,Bangalore,New Delhi,BLR ? DEL,5:45,8:45,3h,1,No info,6961
SpiceJet,05/01/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No check-in baggage included,3543
SpiceJet,05/18/19,Bangalore,New Delhi,BLR ? DEL,21:10,19-05-21 0:05,2h 55m,1,No check-in baggage included,3919
Air India,05/03/19,Bangalore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,1,No info,6121
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,16:55,19:55,3h,1,No info,4823
Jet Airways,04/03/19,Bangalore,New Delhi,BLR ? DEL,18:55,22:00,3h 5m,1,In-flight meal not included,4544
Air India,04/15/19,Kolkata,Bangalore,CCU ? BLR,20:45,23:20,2h 35m,1,No info,4145
SpiceJet,04/06/19,Bangalore,New Delhi,BLR ? DEL,21:10,07/04/21 0:05,2h 55m,1,No check-in baggage included,3919
Vistara,06/01/19,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,1,No info,11982
IndiGo,04/09/19,Bangalore,New Delhi,BLR ? DEL,4:00,6:50,2h 50m,1,No info,3943
Air Asia,04/12/19,Kolkata,Bangalore,CCU ? BLR,19:55,22:25,2h 30m,1,No info,4409
Air India,06/01/19,New Delhi,Cochin,DEL ? COK,14:10,17:10,3h,1,No info,6934
IndiGo,06/18/19,Kolkata,Bangalore,CCU ? BLR,17:15,19:50,2h 35m,1,No info,4804
Jet Airways,06/12/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,5769
SpiceJet,05/18/19,Kolkata,Bangalore,CCU ? BLR,14:55,17:25,2h 30m,1,No info,4174
SpiceJet,03/24/19,Bangalore,New Delhi,BLR ? DEL,9:35,12:30,2h 55m,1,No info,6309
SpiceJet,05/18/19,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,1,No check-in baggage included,1965
GoAir,03/24/19,Bangalore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,1,No info,5706
Jet Airways,04/24/19,Bangalore,New Delhi,BLR ? DEL,8:20,11:20,3h,1,In-flight meal not included,4544
IndiGo,06/09/19,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,1,No info,3858
IndiGo,06/01/19,New Delhi,Cochin,DEL ? COK,14:25,17:40,3h 15m,1,No info,6015
Air India,05/01/19,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,1,No info,3625
IndiGo,03/18/19,Mumbai,Hyderabad,BOM ? HYD,20:05,21:35,1h 30m,1,No info,2227
IndiGo,04/24/19,Kolkata,Bangalore,CCU ? BLR,9:35,12:20,2h 45m,1,No info,4804
Jet Airways,06/09/19,Mumbai,Hyderabad,BOM ? HYD,2:55,4:20,1h 25m,1,No info,5678
Jet Airways,03/24/19,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,1,In-flight meal not included,2470
IndiGo,06/12/19,Bangalore,New Delhi,BLR ? DEL,22:10,13-06-21 1:00,2h 50m,1,No info,3419
Vistara,05/18/19,Bangalore,New Delhi,BLR ? DEL,21:00,23:50,2h 50m,1,No info,4668
SpiceJet,05/15/19,Bangalore,New Delhi,BLR ? DEL,21:10,16-05-21 0:05,2h 55m,1,No info,3625
SpiceJet,05/27/19,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,1,No info,3597
IndiGo,04/21/19,Kolkata,Bangalore,CCU ? BLR,15:15,17:45,2h 30m,1,No info,5224
Jet Airways,06/18/19,Bangalore,New Delhi,BLR ? DEL,15:50,18:45,2h 55m,1,No info,8016
IndiGo,06/15/19,Bangalore,New Delhi,BLR ? DEL,8:30,11:20,2h 50m,1,No info,4823
Vistara,06/06/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5088
SpiceJet,03/27/19,Kolkata,Bangalore,CCU ? BLR,22:20,28-03-21 0:40,2h 20m,1,No info,3847
SpiceJet,05/12/19,Bangalore,New Delhi,BLR ? DEL,9:30,12:20,2h 50m,1,No info,4423
IndiGo,03/15/19,Chennai,Kolkata,MAA ? CCU,22:05,13-03-21 0:30,2h 25m,1,No info,6297
Vistara,06/27/19,New Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,1,No info,6216
SpiceJet,03/18/19,Mumbai,Hyderabad,BOM ? HYD,22:45,19-03-21 0:10,1h 25m,1,No info,2017
IndiGo,06/18/19,New Delhi,Cochin,DEL ? COK,14:20,17:35,3h 15m,1,No info,5000
Jet Airways,05/01/19,Bangalore,New Delhi,BLR ? DEL,7:10,10:10,3h,1,In-flight meal not included,4030
Vistara,04/15/19,Bangalore,New Delhi,BLR ? DEL,19:30,22:15,2h 45m,1,No info,5613
IndiGo,05/06/19,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,1h 30m,1,No info,2754
Air India,03/24/19,Bangalore,New Delhi,BLR ? DEL,6:10,8:55,2h 45m,1,No info,3758
Jet Airways,05/27/19,New Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,1,No info,9564
